zpid,rooms,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount
11775104,0,2,6,2,2112,6265,34019772,-118262723,1997,267635
11775763,0,3,3,3,2001,4195,34028102,-118253915,1914,271516
11776081,0,1,3,1,1596,7502,34023052,-118252251,1902,241652
11776142,0,1,3,1,1283,6257,34022493,-118254660,1901,259211
11776264,0,2,3,2,1364,6249,34021462,-118253635,1907,177729
11778124,0,4,5,4,3680,8876,34040185,-118280135,1905,332490
11778531,0,4,0,4,3198,6451,34053846,-118280723,1890,211158
11778680,0,3,8,3,3468,7500,34050359,-118277953,,208440
11779078,0,2,3,2,1852,4951,34047752,-118273690,1895,330048
11779260,0,1,1,1,650,147338,34046500,-118273000,1983,129590
11779451,0,4,6,4,2662,6249,34046329,-118276906,1918,579896
11784475,0,1,1,1,700,17043,34045500,-118252000,1923,31959
11788610,0,1,1,1,964,67265,34055900,-118251000,1980,455000
11788710,0,2,1,2,1253,67265,34055900,-118251000,1980,374166
11789902,0,1,1,1,532,2793,34060975,-118259967,1940,96396
11790778,0,1,1,1,796,43251,34065400,-118282000,1971,300000
11790878,0,1,1,1,715,43251,34065400,-118282000,1971,237000
11790969,0,1,1,1,1990,10078,34068900,-118279000,1977,183832
11791115,0,2,2,2,1238,28375,34065200,-118281000,1970,235146
11791485,0,4,7,4,3094,5399,34073888,-118281978,1926,254345
11791622,0,0,0,,1281,5685,34074988,-118278436,1920,184368
11791972,0,2,4,2,2412,6008,34070014,-118274696,1912,284513
11796345,0,1,3,1,1044,4807,34015680,-118241592,,152169
11796360,0,1,2,1,1018,4413,34016098,-118241193,,50682
11798144,0,4,8,4,2880,5249,34047282,-118214933,1965,88077
11798751,0,1,2,1,638,6231,34050390,-118205362,1903,32796
11798827,0,1,5,1,1222,6392,34049435,-118208498,1901,215166
11798911,0,4,5,4,2194,6053,34050548,-118208898,1958,90418
11798957,0,1,2,1,962,5637,34052445,-118206912,1910,147427
11799003,0,2,2,2,1200,3499,34052823,-118208266,1925,164014
11799539,0,3,5,3,3329,5849,34050295,-118198355,1930,313489
11799814,0,4,2,4,1368,6961,34048422,-118202180,1912,380000
11799906,0,2,4,2,1836,5993,34047369,-118202291,1903,247470
11800379,0,1,3,1,1084,5194,34047031,-118197683,1908,221844
11800494,0,2,4,2,1440,5200,34045944,-118194274,1971,307008
11800923,0,1,3,1,1562,4583,34042959,-118191879,1910,51579
11801198,0,3,4,3,1757,4851,34037396,-118195404,1921,69987
11801436,0,2,4,2,1518,7479,34033942,-118195115,1940,532856
11801459,0,1,3,1,1054,2995,34033878,-118192184,1910,193320
11801558,0,3,4,3,1791,4806,34034789,-118193258,1924,304878
11801748,0,2,4,2,1959,6285,34040789,-118208329,1895,272895
11801824,0,1,3,1,1092,5422,34043896,-118206408,1908,147492
11802280,0,2,4,2,2240,4679,34047636,-118212041,,46617
11802468,0,4,6,4,2952,7412,34046744,-118212544,1890,409843
11803344,0,4,5,4,2626,6515,34033643,-118204925,1924,113429
11805209,0,2,2,2,1474,5804,34025961,-118201603,1946,222200
11805682,0,1,2,1,1274,5749,34022729,-118201438,1912,231489
11806718,0,2,3,2,1306,5024,34020441,-118199729,1921,350000
11807341,0,1,2,1,638,4606,34057531,-118210807,1922,22393
11807729,0,4,5,4,1972,7498,34060423,-118195985,1922,462625
11807948,0,1,3,1,1039,6000,34071510,-118216231,1902,287818
11808077,0,3,4,3,2450,8249,34075726,-118213122,1913,366283
11808853,0,3,5,3,3607,6981,34081666,-118212796,1889,343553
11809021,0,1,1,1,1248,6320,34077642,-118210557,1910,283220
11809446,0,1,2,1,1224,6295,34083865,-118211580,1912,42554
11809499,0,1,2,1,720,7000,34087968,-118206728,1921,134333
11809537,0,1,2,1,1134,5761,34088633,-118206582,1907,176387
11809667,0,1,2,1,1056,4322,34090647,-118201493,1924,382700
11810031,0,2,2,2,1350,7328,34077339,-118207268,1928,410000
11810069,0,1,8,1,3208,7633,34075308,-118208456,1950,468844
11810145,0,1,3,1,1256,1466,34075359,-118207803,1915,114070
11810401,0,1,2,1,840,7934,34081108,-118200909,1885,361400
11810629,0,2,3,2,1454,7990,34072702,-118203916,1905,77245
11811360,0,5,9,5,3248,9074,34068745,-118213727,1923,73897
11811701,0,1,3,1,1674,4986,34069182,-118210279,1887,411722
11811823,0,3,3,3,2748,8931,34065701,-118207446,1914,545785
11811838,0,2,3,2,1800,7733,34067324,-118207102,1903,390154
11812228,0,2,3,2,1328,6155,34068336,-118202752,1954,28097
11812304,0,3,4,3,1644,7498,34070724,-118198851,,301628
11812843,0,4,5,4,1884,4199,34086538,-118184210,1954,295743
11813123,0,2,3,2,1173,5628,34083166,-118184720,1925,394474
11813345,0,2,3,2,1208,31703,34083000,-118182000,1995,181219
11813598,0,1,2,1,1124,7149,34081199,-118180425,1920,371128
11813741,0,2,2,2,936,3342,34081427,-118188900,1924,122275
11814075,0,2,3,2,1308,7049,34075819,-118183908,1957,438399
11814274,0,1,3,1,1265,6459,34066582,-118185374,1942,44219
11814374,0,2,4,2,1700,6056,34068500,-118190228,1941,216196
11814589,0,4,6,4,2621,7219,34066210,-118186505,1940,176383
11814696,0,1,2,1,1022,4800,34065181,-118184970,1942,37080
11816048,0,2,4,2,1442,4685,34079721,-118170882,1950,44213
11816451,0,1,2,1,666,3458,34083898,-118169909,1921,308000
11816474,0,2,4,2,2050,22365,34081685,-118171569,1925,262616
11816633,0,1,2,1,1154,7006,34086983,-118172248,1923,245179
11817306,0,1,3,1,1060,7312,34084905,-118165047,1913,198257
11817329,0,4,8,4,3418,7968,34085965,-118166341,1962,250188
11817375,0,3,4,3,2174,7506,34086425,-118167023,1925,126138
11817544,0,2,3,2,1276,6462,34089137,-118162349,1977,108324
11818300,0,3,3,3,1097,4812,34079454,-118164785,1924,257762
11818807,0,1,2,1,733,166806,34072700,-118163000,1982,117072
11818907,0,2,2,2,813,59512,34072500,-118164000,1983,222393
11819698,0,1,2,1,870,4800,34067842,-118171548,1928,247604
11820205,0,1,2,1,898,4822,34057744,-118185328,1927,360000
11821182,0,1,3,1,1428,5983,34056524,-118176232,1937,169245
11821793,0,3,3,3,1440,3137,34047678,-118178728,2004,319000
11821885,0,2,3,2,908,5677,34042999,-118176123,1934,139620
11821908,0,1,2,1,784,5333,34043880,-118175282,1922,160564
11821977,0,2,4,2,1410,5539,34045700,-118176639,1928,38302
11822061,0,2,3,2,1190,4086,34046885,-118175253,1970,42787
11822084,0,1,2,1,932,5814,34053183,-118181477,1941,350000
11822305,0,1,2,1,840,6301,34050529,-118178347,1927,134333
11822680,0,2,3,2,1540,5372,34055121,-118182402,1937,267865
11822756,0,2,3,2,1394,7431,34054292,-118180653,1967,45641
11822817,0,1,2,1,926,5630,34051755,-118178155,1929,31570
11822870,0,1,1,1,744,4595,34052927,-118179519,1932,83297
11822923,0,2,3,2,1895,6390,34053344,-118183379,1959,327874
11823014,0,2,3,2,1063,4914,34053250,-118187239,1938,340000
11823121,0,1,3,1,1090,6598,34051658,-118186169,1960,100285
11823556,0,1,2,1,999,4488,34052825,-118188958,1957,112247
11823693,0,4,7,4,4696,6372,34049615,-118190719,1929,367314
11824404,0,1,2,1,921,4791,34046191,-118187776,1920,314000
11824879,0,1,3,1,1152,7257,34041782,-118186959,1912,31156
11824902,0,2,3,2,1422,4361,34038326,-118186903,1911,151824
11825512,0,2,6,2,2198,6736,34041155,-118184585,1909,52174
11825596,0,1,4,1,1092,5725,34032526,-118188119,1921,32592
11825985,0,4,7,4,2629,16291,34036709,-118180607,1968,71557
11826008,0,1,3,1,740,3105,34037445,-118180891,1908,20141
11826290,0,1,2,1,720,5480,34036627,-118175570,1927,22794
11826420,0,5,8,5,3350,8180,34039964,-118174368,1922,451808
11827136,0,2,3,2,1247,5248,34042655,-118163108,1986,185767
11827243,0,1,3,1,704,4957,34037616,-118164320,1926,153640
11827266,0,2,3,2,1408,5145,34037612,-118165378,1979,108645
11827792,0,2,2,2,1200,6228,34033944,-118173511,1948,84353
11828083,0,2,3,2,1817,7543,34057079,-118157150,1961,666000
11828183,0,2,3,2,1362,6820,34057461,-118151702,1961,94198
11828444,0,3,3,3,1818,10804,34052698,-118157623,1968,137671
11828740,0,2,3,2,1272,6117,34030080,-118183134,1947,217390
11829185,0,1,2,1,744,7497,34027578,-118184663,1908,169183
11829254,0,3,4,3,1920,7819,34025594,-118189536,1912,394000
11829437,0,1,2,1,1572,6151,34021800,-118187111,1960,158066
11829544,0,1,2,1,828,5364,34022673,-118187140,1941,148736
11829773,0,3,6,3,2396,7535,34025325,-118183191,1954,270907
11830070,0,3,4,3,2224,8106,34025919,-118163327,1923,426044
11830314,0,2,3,2,1504,4855,34024147,-118159058,1928,207386
11830895,0,1,2,1,520,3270,34014876,-118177232,1926,85917
11830918,0,1,2,1,741,5423,34014976,-118178792,1927,159898
11831055,0,1,2,1,976,3381,34013865,-118177825,1926,28252
11831390,0,2,3,2,1687,5235,34018229,-118189046,1928,38308
11831497,0,2,1,2,1210,5222,34018560,-118186021,1924,135353
11831520,0,2,2,2,1230,5086,34017247,-118185590,1923,239000
11832104,0,2,4,2,1624,5758,34013502,-118170635,1952,41358
11832173,0,1,2,1,851,7019,34012053,-118169581,1929,152406
11832310,0,3,5,3,2060,7444,34009184,-118159559,1944,463000
11832463,0,2,4,2,1729,5220,34007413,-118165007,1949,83262
11833408,0,1,3,1,928,4883,34015322,-118163890,1928,334000
11833431,0,2,2,2,1280,2874,34013767,-118164293,1955,185419
11833454,0,2,3,2,1334,4864,34014027,-118163290,1932,408766
11833766,0,3,5,3,1793,5477,34021329,-118169311,1922,194084
11834690,0,1,2,1,1108,6558,34027684,-118167098,1921,69725
11835301,0,1,2,1,1028,4798,34030535,-118156134,1935,42432
11835324,0,1,2,1,720,4787,34030872,-118155040,1925,228956
11835454,0,1,1,1,705,4826,34029316,-118156499,1939,228000
11835577,0,3,6,3,2321,8088,34029694,-118160380,1938,69923
11836113,0,2,4,2,1540,7063,34032378,-118141298,1944,537000
11836403,0,2,3,2,1563,6724,34030120,-118147045,1947,337504
11836677,0,1,3,1,1176,5455,34034568,-118152954,1947,51112
11836928,0,1,2,1,918,2920,34033929,-118161627,1994,244000
11837126,0,2,3,2,1196,5026,34040368,-118156005,1950,389351
11837249,0,2,4,2,1666,5102,34038872,-118153027,1950,140366
11837464,0,2,4,2,1540,6127,34037461,-118149188,1945,318348
11837923,0,3,3,3,3160,14970,34048545,-118153214,1958,481926
11838299,0,2,3,2,4031,11367,34051822,-118146850,1962,249227
11838545,0,2,3,2,1448,7190,34053351,-118136586,1941,548748
11838734,0,2,2,2,1233,147984,34047300,-118141000,1968,334552
11839159,0,2,3,2,1623,8859,34047734,-118143968,1956,382364
11839535,0,3,3,3,2996,7485,34058364,-118149620,2011,1516410
11839773,0,2,3,2,1681,10950,34059688,-118155468,1959,96038
11840111,0,2,3,2,1381,16805,34056857,-118148584,1965,101639
11840134,0,3,4,3,2403,6826,34058113,-118148657,1965,254328
11840279,0,3,4,3,2697,6599,34069595,-118124886,1992,565418
11840317,0,3,4,3,1792,16184,34066846,-118124684,1925,1013000
11840824,0,3,3,3,1208,33887,34065600,-118119000,1973,167199
11841073,0,2,3,2,1447,34366,34064900,-118118000,1979,182666
11841608,0,3,3,3,1566,20054,34063000,-118131000,1985,434979
11842059,0,3,3,3,1561,19763,34067821,-118127144,1984,408743
11842502,0,3,3,3,1477,27694,34061100,-118133000,1979,309697
11842747,0,3,4,3,1444,9424,34064000,-118130000,1984,244473
11842793,0,2,3,2,1644,23257,34058982,-118128598,1993,340441
11842908,0,2,2,2,2622,10257,34059986,-118126303,1921,603325
11843385,0,3,5,3,3199,6352,34057214,-118120781,1992,615178
11843423,0,3,3,3,1568,9710,34056252,-118119169,1940,296966
11844440,0,5,6,5,2836,8071,34068326,-118111791,1985,515516
11844831,0,3,4,3,2004,18808,34057244,-118115260,1997,371752
11845037,0,2,2,2,1021,18842,34057600,-118114000,1979,226543
11845349,0,2,3,2,1786,9294,34060522,-118117554,1949,310995
11845456,0,3,3,3,1606,21096,34060400,-118112000,1979,438199
11845639,0,3,2,3,1209,25195,34058700,-118109000,1980,165442
11846037,0,2,2,2,698,5060,34054842,-118110655,1937,145703
11846183,0,2,2,2,1544,6775,34052569,-118108590,1963,456461
11846421,0,3,5,3,2253,9645,34044144,-118113571,1959,411316
11846910,0,2,3,2,1708,5043,34058208,-118139867,1953,260603
11847002,0,4,4,4,2665,9703,34058587,-118136037,1955,171943
11847322,0,5,4,5,2289,7070,34058462,-118133773,1950,429386
11847345,0,3,4,3,2584,10354,34057574,-118137204,1978,539111
11847575,0,2,3,2,1562,6839,34053189,-118133206,1942,87206
11847836,0,2,3,2,1179,5574,34050028,-118134884,1950,80417
11847959,0,2,3,2,1591,5542,34043316,-118138302,1956,81549
11848128,0,2,3,2,924,3912,34055937,-118127127,1924,321767
11848243,0,1,2,1,954,7270,34053937,-118125747,1949,55437
11848366,0,2,3,2,1238,6828,34048034,-118129805,1954,508000
11848581,0,2,3,2,1203,6272,34043765,-118133118,1950,85546
11848704,0,1,2,1,874,6028,34042353,-118131965,1950,261513
11848850,0,3,3,3,1841,10261,34045351,-118129685,1953,408535
11849057,0,3,3,3,1832,11980,34051507,-118124544,1952,429479
11849157,0,3,4,3,2290,8942,34047666,-118124284,1953,257649
11849257,0,2,3,2,2138,7323,34046498,-118121125,1954,440035
11849357,0,2,3,2,1456,6030,34044021,-118120401,1954,70329
11849457,0,2,3,2,1772,5625,34052056,-118120789,1953,374890
11849557,0,3,4,3,2450,6190,34045959,-118122708,1954,187657
11849657,0,2,3,2,1447,1422,34051864,-118125021,1978,365332
11849757,0,2,3,2,1346,1039,34048059,-118127540,1981,391087
11850178,0,1,2,1,1280,5551,34034613,-118118554,1953,423291
11850301,0,3,4,3,1421,5903,34036022,-118123949,1948,402213
11850430,0,2,4,2,1848,5581,34038366,-118140576,1949,146052
11850553,0,1,3,1,1026,5199,34035512,-118140539,1947,57687
11850791,0,1,3,1,1122,6002,34040807,-118138931,1950,59324
11850914,0,2,4,2,1443,5553,34040159,-118137343,1949,83952
11851029,0,1,2,1,1349,6756,34034779,-118145273,1950,309743
11851543,0,1,2,1,1596,5569,34024796,-118135849,1941,49545
11851604,0,2,2,2,1461,5003,34025053,-118132604,1957,63012
11851627,0,2,3,2,1627,7461,34025022,-118131461,1960,274628
11852048,0,1,3,1,1174,4974,34023950,-118126918,1948,145530
11852400,0,3,4,3,2445,5983,34024127,-118101054,1973,124187
11852523,0,1,3,1,1197,6552,34018797,-118099759,1953,269549
11852768,0,1,2,1,1145,6757,34018074,-118104014,1949,185880
11852883,0,3,5,3,2412,6882,34019956,-118095694,1963,443596
11853303,0,3,3,3,1330,59220,34017400,-118081000,1984,268505
11853800,0,2,3,2,1110,5068,34015792,-118081910,1954,298479
11853991,0,1,2,1,552,5950,34013420,-118080234,1943,61113
11854389,0,1,2,1,862,5346,34040577,-118134706,1949,48901
11854489,0,3,4,3,1860,5417,34038707,-118134608,1949,549784
11854589,0,3,4,3,1567,5992,34039743,-118131612,1949,540839
11854758,0,2,4,2,1339,5865,34037996,-118133103,1949,444661
11855149,0,2,3,2,2027,10499,34042230,-118122356,1954,514836
11855249,0,3,3,3,1868,11983,34041479,-118118436,1959,91526
11855349,0,2,4,2,1472,5296,34038609,-118119962,1949,71553
11855472,0,3,3,3,1810,5161,34039263,-118125003,1949,443434
11855687,0,8,9,8,4352,8893,34043224,-118127324,1977,324097
11856285,0,1,3,1,975,8662,34041284,-118090433,1955,399597
11856761,0,2,3,2,1339,255664,34041313,-118093470,1977,181342
11856861,0,2,2,2,970,404888,34041500,-118095000,1971,230000
11856961,0,2,3,2,1174,404888,34041500,-118095000,1971,156095
11857061,0,2,2,2,929,404888,34041500,-118095000,1971,113847
11857161,0,2,3,2,1302,208156,34038179,-118093914,1973,218528
11857261,0,2,3,2,1548,7066,34042973,-118114336,1959,560988
11857361,0,2,3,2,1374,5987,34042297,-118109063,1960,79306
11857722,0,2,3,2,1352,6193,34044933,-118100849,1960,443691
11857928,0,3,4,3,2141,7995,34051509,-118104216,1988,351045
11857951,0,4,5,4,2634,6907,34050565,-118103010,2013,918823
11858203,0,2,3,2,1378,9738,34047837,-118103311,1986,204603
11858226,0,3,3,3,1838,9939,34048288,-118101537,1938,498235
11858410,0,1,3,1,1040,6052,34050530,-118095582,1951,356562
11858878,0,2,3,2,1656,9897,34022989,-118090727,1955,238649
11859047,0,1,3,1,1108,7737,34018292,-118091606,1947,195886
11859661,0,2,3,2,1381,7216,34050990,-118091155,1983,239134
11859753,0,1,2,1,878,7175,34046400,-118092290,1959,272108
11860259,0,2,3,2,1149,8800,34046097,-118083358,1950,133010
11860497,0,2,3,2,1183,358784,34050713,-118086404,1974,310726
11860597,0,2,3,2,1183,358784,34050713,-118086404,1974,378000
11861268,0,3,2,3,1415,86789,34043200,-118080000,1982,375000
11861688,0,2,6,2,2092,7864,34058707,-118079565,1953,633887
11861795,0,2,3,2,1380,14002,34061823,-118075752,1983,198221
11862167,0,2,3,2,1532,7480,34056544,-118088168,1958,40138
11862305,0,2,4,2,1620,6042,34055638,-118083531,1962,273346
11862595,0,2,4,2,1612,7532,34053112,-118092802,1937,396283
11862863,0,1,4,1,1297,6738,34053348,-118094510,1947,367769
11863307,0,4,5,4,1957,7262,34061072,-118104691,1926,564192
11863383,0,1,1,1,793,6149,34059115,-118106764,1938,70061
11863697,0,4,5,4,2658,7455,34051819,-118102354,1953,470292
11863720,0,2,3,2,1140,6977,34051209,-118099881,1963,179339
11864072,0,2,5,2,1877,7043,34062045,-118100367,1952,355492
11864691,0,3,4,3,1525,9895,34068405,-118101879,1956,567882
11864714,0,5,9,5,4054,10012,34070225,-118101555,1967,340867
11865096,0,1,3,1,1162,8454,34066916,-118093360,1928,264117
11866043,0,4,4,4,2490,6162,34068457,-118088875,2005,828633
11866173,0,3,5,3,1983,7431,34067906,-118087716,1966,527672
11866510,0,1,2,1,992,13356,34066003,-118076807,1935,36256
11866571,0,3,5,3,1792,5909,34065066,-118077030,1984,239416
11867307,0,1,2,1,816,5337,34086959,-118152878,1924,54737
11867476,0,1,2,1,1264,5781,34086157,-118156806,1935,59574
11867576,0,1,2,1,1124,5100,34084916,-118159196,1928,169897
11867705,0,1,3,1,1269,4750,34082661,-118159177,1935,345489
11867957,0,2,2,2,1828,7905,34096065,-118152530,1924,47889
11868003,0,3,3,3,1374,15742,34096100,-118153000,1983,229502
11868210,0,4,4,4,2296,6982,34090202,-118155055,1936,574000
11868417,0,1,2,1,1116,5538,34094210,-118154791,1926,238203
11868637,0,2,3,2,1523,4627,34030861,-118098932,1976,101128
11868737,0,4,5,4,2000,4006,34031245,-118101474,1976,269571
11868837,0,3,3,3,1854,6869,34028154,-118101905,1977,172967
11868937,0,3,3,3,2181,7600,34025869,-118103430,1977,401317
11869198,0,2,5,2,1822,8090,34026558,-118111312,1961,104662
11869435,0,3,4,3,2120,6170,34024325,-118110853,1975,413716
11869909,0,3,3,3,1947,975,34018349,-118107697,1983,357586
11870177,0,2,3,2,1602,7243,34026214,-118115124,1961,80244
11870277,0,3,3,3,1907,9090,34026047,-118111822,1961,276438
11870838,0,2,3,2,1127,5601,34101377,-118187131,1921,51650
11871527,0,2,2,2,1250,232581,34097400,-118187000,1985,172699
11871650,0,1,2,1,1296,6601,34091780,-118189319,1949,297853
11871772,0,2,2,2,1044,135189,34098500,-118185000,1982,345773
11871879,0,2,2,2,1330,595804,34095507,-118182683,1981,180218
11872017,0,2,2,2,1100,604613,34093400,-118184000,1981,130185
11872040,0,1,1,1,1007,176712,34095400,-118186000,1981,99420
11872240,0,2,2,2,1113,184979,34093300,-118187000,1982,322205
11872340,0,3,2,3,1692,695954,34094500,-118188000,1983,413497
11872440,0,2,2,2,1214,216154,34097700,-118186000,1986,397000
11872540,0,2,2,2,1547,216134,34096800,-118186000,1987,470377
11872686,0,1,2,1,1116,7533,34091346,-118183222,1930,110276
11873415,0,2,3,2,1535,4684,34089118,-118199471,1978,481474
11873803,0,1,2,1,1237,4648,34091981,-118196351,1955,165851
11874302,0,1,2,1,633,3306,34081877,-118193426,1922,182891
11874575,0,1,3,1,876,3200,34083616,-118188881,1922,18112
11874598,0,1,2,1,984,3839,34083166,-118188388,1925,22796
11875074,0,3,3,3,2362,7505,34092320,-118178830,1947,411873
11875603,0,1,2,1,840,6684,34094214,-118171221,1921,382000
11875762,0,4,6,4,2360,7125,34089951,-118173691,1994,288260
11875969,0,1,2,1,988,7762,34094711,-118169001,1922,177666
11876084,0,2,2,2,1584,6451,34098463,-118168236,1957,54209
11876160,0,4,4,4,3307,16700,34104619,-118170794,1973,925102
11876252,0,2,3,2,1582,18577,34098924,-118169794,1965,460372
11876571,0,1,2,1,935,5052,34091304,-118167983,1924,388943
11876830,0,1,2,1,666,5363,34097201,-118165072,1942,22598
11876853,0,2,3,2,1254,3483,34097906,-118163063,1985,169615
11877066,0,2,2,2,1628,4888,34094043,-118160622,1926,288447
11877157,0,2,4,2,2104,7084,34098177,-118159628,1908,188355
11877332,0,1,2,1,1705,8952,34098096,-118155511,1926,48509
11877501,0,4,5,4,3934,12685,34099864,-118164042,1973,303712
11877777,0,1,3,1,1430,4192,34101331,-118157915,1925,49525
11877815,0,2,3,2,1674,5030,34102466,-118158292,1925,928181
11877861,0,3,2,3,1290,5491,34103823,-118159142,1952,374688
11878165,0,3,3,3,2960,8921,34106574,-118169796,1965,1290900
11878211,0,2,2,2,1547,6672,34106288,-118174696,1953,311865
11878234,0,3,4,3,2320,17105,34107678,-118174660,1929,437207
11878303,0,4,4,4,3558,7139,34109055,-118168629,1989,486305
11878387,0,3,5,3,2550,17679,34109251,-118169929,1957,1504126
11878456,0,1,2,1,1605,18442,34109945,-118168315,1949,951641
11878563,0,3,4,3,3128,9668,34108181,-118171822,1931,464049
11878760,0,2,2,2,1377,7499,34101707,-118177577,1940,249359
11878783,0,1,2,1,1118,7512,34102538,-118176426,1940,548165
11879566,0,2,2,2,1145,37204,34113600,-118169000,1972,392156
11879765,0,0,0,,800,1268,34112375,-118162013,1951,22132
11879964,0,4,3,4,2406,7260,34107219,-118165034,1925,902182
11879987,0,2,3,2,1305,6268,34108277,-118164913,1941,73389
11880489,0,2,2,2,2080,7725,34112951,-118152988,1908,246827
