zpid,latitude,longitude,cityid,countryid,zipcpde,amount
11824352,34047427,-118186547,17882,3101,96044,320851
11824697,34042814,-118188766,17882,3101,96044,56581
11824965,34038397,-118188578,17882,3101,96044,262000
11825095,34037806,-118190136,17882,3101,96044,279016
11825552,34041688,-118185411,17882,3101,96044,361733
11825727,34041204,-118175536,17882,3101,96044,89272
11826101,34035129,-118180419,17882,3101,96044,287000
11826399,34041214,-118173873,17882,3101,96044,116142
11826947,34038246,-118162241,17882,3101,96003,202806
11826985,34043029,-118165158,17882,3101,96003,191194
11828400,34054118,-118151394,6021,3101,96496,312206
11828596,34029977,-118189415,17882,3101,96044,139368
11828619,34031078,-118186713,17882,3101,96044,29322
11829332,34023300,-118192000,17882,3101,96004,132888
11830408,34022974,-118158026,17882,3101,96003,213785
11830431,34022316,-118157638,17882,3101,96003,239148
11830454,34024359,-118156603,17882,3101,96003,255743
11831430,34017802,-118188001,17882,3101,96004,169951
11832075,34015098,-118170646,272578,3101,96021,120136
11833494,34013556,-118162392,17882,3101,96003,278689
11833532,34014171,-118161196,17882,3101,96003,49522
11833684,34020151,-118171375,17882,3101,96003,271993
11833707,34017949,-118170981,17882,3101,96003,123756
11833745,34022416,-118170078,17882,3101,96003,302634
11833951,34021462,-118167727,17882,3101,96003,209513
11834096,34017050,-118167271,17882,3101,96003,221335
11834233,34019317,-118165333,17882,3101,96003,147693
11834332,34015927,-118165167,17882,3101,96003,360000
11834523,34029689,-118168838,17882,3101,96003,258119
11834638,34031134,-118166343,17882,3101,96003,76973
11834791,34024854,-118167789,17882,3101,96003,389000
11835013,34029906,-118164221,17882,3101,96003,173273
11835036,34030993,-118164039,17882,3101,96003,52993
11835143,34032389,-118158131,17882,3101,96003,112348
11835732,34027887,-118158880,17882,3101,96003,35084
11835915,34027445,-118140244,25953,3101,96192,70630
11836061,34030976,-118142247,25953,3101,96192,83353
11836153,34032604,-118144266,17882,3101,96003,226948
11836222,34031082,-118145902,17882,3101,96003,244350
11836466,34031173,-118148069,17882,3101,96003,239283
11837005,34043684,-118154345,6021,3101,96496,61147
11837197,34037264,-118154666,6021,3101,96496,268404
11837694,34045203,-118158293,6021,3101,96496,379595
11837794,34046042,-118155864,6021,3101,96496,92763
11837894,34046369,-118152899,6021,3101,96496,664316
11837994,34050291,-118156084,6021,3101,96496,339138
11838094,34048724,-118150740,6021,3101,96496,647686
11838393,34048867,-118146643,6021,3101,96496,277125
11838493,34052328,-118142465,6021,3101,96496,733369
11839330,34044932,-118145688,6021,3101,96496,315864
11839483,34053117,-118140310,6021,3101,96496,625318
11839621,34060900,-118153000,6021,3101,96496,97994
11839844,34060673,-118153941,6021,3101,96496,88283
11840013,34061470,-118159136,6021,3101,96496,94812
11840059,34063397,-118156074,50677,3101,96533,228057
11840174,34054935,-118150279,6021,3101,96496,631209
11840395,34064006,-118123173,6021,3101,96496,419272
11840493,34063916,-118120467,6021,3101,96497,169558
11841159,34067300,-118117000,6021,3101,96497,191813
11841243,34068100,-118118000,6021,3101,96497,189597
11841396,34067800,-118133000,6021,3101,96496,236324
11841679,34068006,-118130795,6021,3101,96496,463815
11841725,34066279,-118130772,6021,3101,96496,548305
11841939,34063000,-118130000,6021,3101,96496,244643
11842076,34063571,-118127922,6021,3101,96496,239080
11842174,34064461,-118125949,6021,3101,96496,63555
11842864,34059200,-118129000,6021,3101,96496,202809
11843151,34060200,-118125000,6021,3101,96496,134800
11843914,34064510,-118110059,6021,3101,96497,590565
11843937,34065066,-118108822,6021,3101,96497,353079
11844189,34069009,-118112410,6021,3101,96497,382687
11844350,34067169,-118110081,6021,3101,96497,683284
11844656,34059300,-118116000,6021,3101,96497,143471
11844779,34056100,-118116000,6021,3101,96497,129929
11845282,34056200,-118112000,6021,3101,96497,354892
11845786,34057109,-118107761,54212,3101,96497,320974
11845947,34054945,-118114951,6021,3101,96497,279654
11845970,34053769,-118115276,6021,3101,96497,334770
11846269,34045421,-118118060,6021,3101,96497,377337
11846615,34052604,-118111043,6021,3101,96497,762000
11846706,34062049,-118138299,6021,3101,96496,373142
11846729,34060164,-118140266,6021,3101,96496,267238
11846981,34059932,-118135758,6021,3101,96496,601701
11847500,34055833,-118132019,6021,3101,96496,407310
11847523,34055304,-118131215,6021,3101,96496,44832
11847661,34043730,-118139689,6021,3101,96496,69925
11848030,34045561,-118136120,6021,3101,96496,523703
11848483,34047881,-118133678,6021,3101,96496,374237
11848652,34042940,-118133750,6021,3101,96496,264266
11848936,34053845,-118128527,6021,3101,96496,271563
11849866,34037325,-118120471,6021,3101,96497,72111
11849981,34035742,-118125264,6021,3101,96497,324714
11850065,34034188,-118127021,6021,3101,96497,321133
11850954,34035368,-118137823,6021,3101,96496,253249
11851184,34031143,-118139315,25953,3101,96192,185985
11851307,34030121,-118138351,25953,3101,96192,375015
11851407,34027171,-118138328,25953,3101,96192,358611
11851720,34024238,-118130319,25953,3101,96192,600000
11851758,34024552,-118127286,25953,3101,96192,48136
11852977,34021373,-118099851,25953,3101,96192,130954
11853000,34021430,-118101714,25953,3101,96192,403034
11853443,34020108,-118086054,25953,3101,96192,298683
11853543,34021112,-118084862,25953,3101,96192,74966
11853566,34022530,-118085758,25953,3101,96192,119931
11853733,34012676,-118088166,26483,3101,96197,421835
11853932,34015517,-118080118,26483,3101,96197,116765
11854092,34010565,-118082312,26483,3101,96197,71761
11854222,34009664,-118082421,26483,3101,96197,192816
11854245,34008629,-118082455,26483,3101,96197,79677
11854952,34036448,-118132624,6021,3101,96496,62702
11855420,34038531,-118126403,6021,3101,96497,232733
11855543,34038823,-118121202,6021,3101,96497,50545
11855758,34041904,-118124678,6021,3101,96497,144126
11855895,34039054,-118093852,25953,3101,96192,155105
11855995,34039700,-118096000,25953,3101,96192,228838
11856164,34044826,-118095218,54212,3101,96510,224510
11856348,34041099,-118083342,54212,3101,96510,91722
11856386,34039455,-118084330,54212,3101,96510,150214
11856486,34039253,-118088242,54212,3101,96192,93795
11856586,34039132,-118090116,25953,3101,96192,462904
11857432,34045882,-118110275,6021,3101,96497,268545
11857555,34041286,-118108563,6021,3101,96497,80735
11857762,34044361,-118101343,6021,3101,96497,84812
11858289,34053940,-118097778,54212,3101,96510,31975
11858580,34023970,-118085974,25953,3101,96192,70492
11858603,34023909,-118088206,25953,3101,96192,74571
11858703,34025164,-118089773,25953,3101,96192,650237
11858803,34025569,-118092935,25953,3101,96192,91760
11858995,34018479,-118091036,25953,3101,96192,250488
11859241,34017501,-118095249,25953,3101,96192,45830
11859571,34051478,-118092359,54212,3101,96510,409000
11860184,34042668,-118084513,54212,3101,96510,411676
11860207,34045697,-118083683,54212,3101,96510,209053
11860376,34042245,-118082072,54212,3101,96510,261746
11861047,34041236,-118077307,54212,3101,96510,424238
11861070,34042099,-118078344,54212,3101,96510,183036
11861116,34041047,-118079486,54212,3101,96510,155063
11861636,34058057,-118078578,54212,3101,96510,67315
11862253,34057365,-118084440,54212,3101,96510,248425
11862742,34060976,-118093419,54212,3101,96510,589000
11862788,34059149,-118093423,54212,3101,96510,388441
11863018,34060547,-118095208,54212,3101,96510,34215
11863041,34058653,-118095204,54212,3101,96510,730342
11863324,34061758,-118105771,54212,3101,96510,429609
11863913,34058259,-118099003,54212,3101,96510,337414
11864028,34059700,-118099229,54212,3101,96510,263418
11864296,34067269,-118103196,54212,3101,96510,691337
11864319,34065677,-118106899,54212,3101,96497,214800
11864342,34065343,-118106516,54212,3101,96497,444000
11864441,34066007,-118101872,54212,3101,96510,159511
11864616,34067795,-118100908,54212,3101,96510,108289
11865266,34065883,-118096069,54212,3101,96510,886286
11865327,34065354,-118096548,54212,3101,96510,294569
11865876,34070610,-118087387,54212,3101,96510,259503
11866098,34069145,-118085850,54212,3101,96510,142834
11866213,34070588,-118080055,54212,3101,96510,426802
11866611,34065237,-118075774,54212,3101,96510,158967
11866848,34068074,-118073812,54212,3101,96510,19680
11867055,34087987,-118158185,50677,3101,96533,167189
11867155,34089300,-118155025,50677,3101,96533,614000
11867898,34097963,-118151392,50677,3101,96531,111490
11868563,34090594,-118161263,12447,3101,96013,590713
11868601,34089483,-118159867,50677,3101,96013,326938
11869123,34025099,-118106144,25953,3101,96192,471634
11869383,34024669,-118114545,25953,3101,96192,473000
11869544,34022062,-118120216,25953,3101,96192,585513
11869674,34022167,-118113134,25953,3101,96192,109188
11869735,34019396,-118112367,25953,3101,96192,250148
11869819,34021811,-118110494,25953,3101,96192,324955
11870125,34028418,-118116678,25953,3101,96192,90325
11870471,34032301,-118115042,25953,3101,96192,235544
11870594,34101861,-118180113,12447,3101,96023,118504
11870694,34099554,-118180274,12447,3101,96023,410867
11870794,34100300,-118181000,12447,3101,96023,313000
11870878,34101921,-118186936,12447,3101,96023,225722
11871015,34102543,-118184549,12447,3101,96023,384284
11871299,34099100,-118183000,12447,3101,96023,154474
11871498,34096000,-118187000,12447,3101,96023,182238
11871720,34099000,-118186000,12447,3101,96023,47886
11872188,34094300,-118186000,12447,3101,96023,296442
11872288,34093300,-118187000,12447,3101,96023,337148
11872886,34093750,-118204752,12447,3101,96012,313488
11873326,34109490,-118200406,12447,3101,96023,514352
11874040,34086704,-118188065,12447,3101,96013,280493
11874266,34081356,-118193168,12447,3101,96013,206635
11874516,34085021,-118189001,12447,3101,96013,421070
11874539,34084763,-118191023,12447,3101,96013,40439
11874691,34080351,-118191907,12447,3101,96013,163322
11874760,34091083,-118181199,12447,3101,96013,159410
11874874,34095889,-118180001,12447,3101,96013,281269
11874942,34097730,-118177100,12447,3101,96013,55642
11875251,34090618,-118177569,12447,3101,96013,107489
11875312,34088688,-118176338,12447,3101,96013,37489
11875917,34095281,-118167906,12447,3101,96013,238602
11876733,34096713,-118167245,12447,3101,96013,37077
11876771,34097254,-118164201,12447,3101,96013,141403
11876946,34096522,-118161882,12447,3101,96013,174701
11877197,34094470,-118160025,12447,3101,96013,332997
11877212,34095897,-118159562,12447,3101,96013,282175
11877349,34105684,-118161603,27183,3101,96280,1027335
11877449,34098862,-118166026,27183,3101,96280,99501
11877595,34105847,-118160311,27183,3101,96280,709863
11878823,34104485,-118175755,27183,3101,96280,36050
11878884,34106449,-118176670,27183,3101,96280,204900
11879087,34107400,-118182000,12447,3101,96023,166739
11879240,34108137,-118177359,27183,3101,96023,229922
11879461,34114847,-118162337,27183,3101,96280,39167
11879499,34114712,-118163739,27183,3101,96280,296970
11880004,34108265,-118165564,27183,3101,96280,407220
11880134,34108132,-118158531,27183,3101,96280,1391971
11880180,34111591,-118158161,27183,3101,96280,240461
11880529,34112074,-118156058,27183,3101,96280,62167
11880575,34114500,-118155000,27183,3101,96280,732000
11881104,34125066,-118150247,47019,3101,96293,800683
11881188,34124400,-118157000,47019,3101,96293,416684
11881637,34120344,-118160911,27183,3101,96280,553125
11881928,34117013,-118144970,27183,3101,96280,446691
11881997,34112741,-118139123,27183,3101,96280,1353440
11882602,34105700,-118151000,27183,3101,96280,136414
11882770,34100077,-118148551,27183,3101,96280,247577
11882893,34101242,-118153174,27183,3101,96280,529177
11882908,34100552,-118153773,27183,3101,96280,409922
11883282,34103835,-118154957,27183,3101,96280,187505
11883305,34103612,-118156141,27183,3101,96280,61023
11883473,34110687,-118146167,27183,3101,96280,544388
11883542,34107427,-118148539,27183,3101,96280,592796
11883741,34100507,-118145379,27183,3101,96280,601803
11883963,34110349,-118144967,27183,3101,96280,501584
11884178,34101166,-118142467,27183,3101,96280,407892
11884201,34109788,-118140616,27183,3101,96280,2356152
11884347,34105807,-118139990,27183,3101,96280,834174
11884874,34103037,-118135701,50677,3101,96531,747000
11885043,34101741,-118138790,50677,3101,96531,397987
11885066,34099835,-118138351,50677,3101,96531,41153
11885089,34100092,-118138781,50677,3101,96531,219073
11885281,34109334,-118127507,50677,3101,96531,510698
11885556,34104254,-118130708,50677,3101,96531,245206
11885602,34104100,-118130000,50677,3101,96531,220435
11885678,34106174,-118129325,50677,3101,96531,129855
11886031,34113911,-118125480,54299,3101,96296,1803150
11886200,34113006,-118131696,54299,3101,96296,1269983
11886392,34109414,-118130430,50677,3101,96296,567601
11886415,34108367,-118132810,54299,3101,96296,157237
11886438,34108498,-118134167,54299,3101,96296,110922
11886713,34124611,-118135371,47019,3101,96294,812232
11886759,34115510,-118139339,54299,3101,96296,1029208
11886950,34119263,-118143221,27183,3101,96280,256407
11886996,34120069,-118142928,47019,3101,96280,708885
11887948,34137400,-118130000,47019,3101,96294,110159
11888128,34136300,-118130000,47019,3101,96294,479390
11888312,34132160,-118129825,47019,3101,96294,475166
11888534,34133500,-118132000,47019,3101,96294,358569
11888703,34129843,-118124470,54299,3101,96296,4588071
11889041,34123437,-118107741,54299,3101,96296,1016280
11889141,34118881,-118117055,54299,3101,96296,569191
11889610,34129860,-118101627,54299,3101,96296,1343315
11890079,34141100,-118102000,,3101,96295,306213
11890302,34138440,-118105527,,3101,96295,952661
11890325,34140054,-118106670,,3101,96295,229246
11890348,34139550,-118106994,,3101,96295,50869
11890540,34138165,-118111910,47019,3101,96295,672310
11890661,34136404,-118098268,54299,3101,96296,755817
11890807,34133857,-118098294,54299,3101,96296,156826
11890930,34131481,-118096335,54299,3101,96296,1714371
11891030,34129158,-118091799,,3101,96296,693592
11891482,34125621,-118092507,54299,3101,96296,779430
11891605,34120319,-118096014,54299,3101,96296,1082618
11892242,34118679,-118090753,33837,3101,96296,110700
11892342,34116121,-118092695,54299,3101,96296,108887
11892442,34116411,-118094423,54299,3101,96296,703099
11892588,34118474,-118104389,54299,3101,96296,1453513
11893240,34111655,-118116758,33837,3101,96296,1027706
11893309,34108972,-118123079,54299,3101,96296,1813251
11893570,34111550,-118115432,33837,3101,96514,407616
11893846,34101700,-118116000,50677,3101,96531,129913
11893869,34103340,-118117156,50677,3101,96531,342579
11893976,34102605,-118119661,50677,3101,96531,202236
11894372,34098600,-118128000,50677,3101,96531,430000
11894395,34099507,-118129994,50677,3101,96531,543499
11894578,34095308,-118129889,50677,3101,96531,409200
11894758,34098100,-118127000,50677,3101,96531,268504
11895318,34094700,-118137000,50677,3101,96531,64654
11895486,34096600,-118137000,50677,3101,96531,440348
11895585,34093472,-118134622,50677,3101,96531,219867
11895699,34098500,-118134000,50677,3101,96531,297643
11895752,34095232,-118133052,50677,3101,96531,201926
11895971,34095600,-118132000,50677,3101,96531,221908
11896451,34097588,-118146582,50677,3101,96531,51357
11896520,34095506,-118146574,50677,3101,96531,625087
11896543,34093657,-118144400,50677,3101,96531,348978
11896589,34093800,-118146000,50677,3101,96531,392286
11896803,34097521,-118143687,50677,3101,96531,249405
11897279,34088500,-118144000,50677,3101,96531,466000
11897348,34086535,-118141270,50677,3101,96533,118917
11897810,34085172,-118137002,50677,3101,96533,264599
11898273,34091400,-118132000,50677,3101,96531,287977
